duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,tcp,ftp_data,SF,15722,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,8,0.00,0.00,0.00,0.00,0.86,0.29,0.25,114,119,0.62,0.03,0.62,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,7940,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10,11,0.00,0.00,0.00,0.00,0.90,0.20,0.18,115,119,0.63,0.03,0.63,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,10272,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,12,0.00,0.00,0.00,0.00,0.91,0.18,0.17,116,119,0.63,0.03,0.63,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,16787,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,13,0.00,0.00,0.00,0.00,0.92,0.17,0.15,117,119,0.63,0.03,0.63,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,1699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.00,0.00,0.00,0.00,0.80,0.40,0.33,118,119,0.64,0.03,0.64,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,1830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.00,0.00,0.00,0.00,0.83,0.33,0.29,119,120,0.64,0.03,0.64,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,9198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.00,0.00,0.00,0.00,0.88,0.25,0.22,120,120,0.64,0.03,0.64,0.02,0.02,0.00,0.00,0.00
0,tcp,ftp_data,SF,61298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0.00,0.00,0.00,0.00,0.89,0.22,0.20,121,120,0.64,0.02,0.64,0.02,0.02,0.00,0.00,0.00
2,tcp,smtp,SF,2482,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.00,0.00,0.00,0.00,0.25,0.50,1.00,122,127,0.34,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,ftp_data,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0.00,0.00,0.00,0.00,0.92,0.15,0.14,123,119,0.64,0.02,0.64,0.02,0.02,0.00,0.00,0.00
0,tcp,smtp,SF,1465,367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,124,128,0.34,0.02,0.01,0.02,0.02,0.02,0.00,0.00
3,tcp,finger,SF,6,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,125,10,0.03,0.02,0.01,0.20,0.02,0.00,0.00,0.00
0,tcp,smtp,SF,1399,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,126,128,0.34,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,1765,404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,127,129,0.35,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,1560,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,128,129,0.35,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,1209,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,129,129,0.36,0.02,0.01,0.02,0.02,0.02,0.00,0.00
1,tcp,smtp,SF,1221,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,130,129,0.36,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,12500,1427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,131,129,0.37,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,1242,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,132,129,0.37,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,847,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,133,129,0.38,0.02,0.01,0.02,0.02,0.02,0.00,0.00
0,tcp,smtp,SF,750,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,134,129,0.38,0.02,0.01,0.02,0.01,0.02,0.00,0.00
0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,135,118,0.59,0.02,0.59,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,740,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,136,119,0.60,0.02,0.60,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,137,120,0.60,0.02,0.60,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,138,121,0.60,0.02,0.60,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,139,122,0.60,0.02,0.60,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,140,123,0.61,0.02,0.61,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,3909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,141,124,0.61,0.02,0.61,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,4763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,142,125,0.61,0.02,0.61,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,2890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,143,126,0.62,0.02,0.62,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,26408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,144,126,0.62,0.02,0.62,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,10261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,145,126,0.62,0.02,0.62,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,12241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,146,126,0.62,0.02,0.62,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,147,126,0.63,0.02,0.63,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,13239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,148,126,0.63,0.02,0.63,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,1690,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,149,126,0.63,0.02,0.63,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,7077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,150,126,0.63,0.02,0.63,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,1030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,151,126,0.64,0.02,0.64,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,152,126,0.64,0.02,0.64,0.02,0.01,0.00,0.00,0.00
0,tcp,ftp_data,SF,10044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,153,126,0.64,0.02,0.64,0.02,0.01,0.00,0.00,0.00
0,tcp,smtp,SF,1285,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,154,121,0.34,0.02,0.01,0.02,0.01,0.02,0.00,0.00
2,tcp,smtp,SF,3602,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,155,122,0.34,0.02,0.01,0.02,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,823,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,156,123,0.35,0.02,0.01,0.02,0.01,0.02,0.00,0.00
1,tcp,smtp,SF,892,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,157,124,0.35,0.02,0.01,0.02,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,948,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,158,125,0.35,0.02,0.01,0.02,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,916,327,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,159,126,0.36,0.02,0.01,0.02,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,1315,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,160,127,0.36,0.02,0.01,0.02,0.01,0.02,0.00,0.00
1,tcp,finger,SF,8,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,1.00,0.00,161,10,0.03,0.02,0.01,0.20,0.01,0.00,0.00,0.00
2,tcp,smtp,SF,1230,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.00,0.00,0.00,0.00,1.00,0.00,1.00,162,128,0.36,0.02,0.01,0.02,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,2565,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,163,129,0.37,0.02,0.01,0.02,0.01,0.02,0.00,0.00
1,tcp,smtp,SF,1437,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,164,130,0.37,0.02,0.01,0.02,0.01,0.02,0.00,0.00
1,tcp,smtp,SF,2996,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,165,131,0.38,0.02,0.01,0.02,0.01,0.02,0.00,0.00
4,tcp,smtp,SF,1490,404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,166,132,0.38,0.02,0.01,0.02,0.01,0.02,0.00,0.00
4,tcp,smtp,SF,1668,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.00,0.00,0.00,0.00,1.00,0.00,1.00,167,133,0.38,0.02,0.01,0.02,0.01,0.02,0.00,0.00
1,tcp,smtp,SF,1362,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,168,134,0.39,0.02,0.01,0.01,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,1508,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,169,135,0.39,0.02,0.01,0.01,0.01,0.02,0.00,0.00
0,tcp,finger,SF,7,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,170,11,0.04,0.02,0.01,0.18,0.01,0.00,0.00,0.00
0,tcp,smtp,SF,1618,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,171,136,0.39,0.02,0.01,0.01,0.01,0.02,0.00,0.00
1,tcp,smtp,SF,997,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,172,137,0.40,0.02,0.01,0.01,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,1593,367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,173,138,0.40,0.02,0.01,0.01,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,673,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,174,138,0.40,0.02,0.01,0.01,0.01,0.02,0.00,0.00
0,tcp,smtp,SF,1510,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,175,139,0.41,0.02,0.01,0.01,0.01,0.02,0.00,0.00
0,tcp,finger,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1,11,1.00,0.00,1.00,0.27,1.00,0.09,0.00,0.00
0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,107,0.50,1.00,0.50,0.03,0.50,0.00,0.00,0.00
0,tcp,ftp_data,SF,190,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,108,0.67,0.67,0.67,0.03,0.33,0.00,0.00,0.00
0,tcp,ftp_data,SF,252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4,109,0.75,0.50,0.75,0.03,0.25,0.00,0.00,0.00
0,tcp,ftp_data,SF,6932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,110,0.80,0.40,0.80,0.03,0.20,0.00,0.00,0.00
0,tcp,ftp_data,SF,2251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,111,0.83,0.33,0.83,0.03,0.17,0.00,0.00,0.00
0,tcp,smtp,SF,2618,477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,133,0.14,0.43,0.14,0.02,0.14,0.02,0.00,0.00
0,tcp,finger,SF,6,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,12,0.25,0.38,0.12,0.25,0.12,0.08,0.00,0.00
0,tcp,smtp,SF,1037,475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,133,0.22,0.33,0.11,0.02,0.11,0.02,0.00,0.00
1,tcp,smtp,SF,204788,476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,10,133,0.30,0.30,0.10,0.02,0.10,0.02,0.00,0.00
35,tcp,smtp,SF,2383,477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,11,133,0.36,0.27,0.09,0.02,0.09,0.02,0.00,0.00
2642,tcp,telnet,SF,3565,88142,0,0,14,4,0,1,64,1,2,195,2,0,2,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12,1,0.08,0.33,0.08,0.00,0.08,0.00,0.00,0.00
0,tcp,smtp,SF,1437,527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.00,0.00,0.00,0.00,1.00,0.00,1.00,13,132,0.38,0.31,0.08,0.02,0.08,0.02,0.00,0.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,14,1,0.07,0.36,0.07,0.00,0.07,0.00,0.07,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,15,2,0.13,0.33,0.07,0.00,0.07,0.00,0.13,1.00
10,tcp,smtp,SF,1347,533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,16,130,0.38,0.31,0.06,0.02,0.06,0.02,0.12,0.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,17,3,0.18,0.29,0.06,0.00,0.06,0.00,0.18,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,18,4,0.22,0.28,0.06,0.00,0.06,0.00,0.22,1.00
0,tcp,smtp,SF,1615,534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,19,128,0.37,0.26,0.05,0.02,0.05,0.02,0.21,0.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,20,5,0.25,0.25,0.05,0.00,0.05,0.00,0.25,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,21,6,0.29,0.24,0.05,0.00,0.05,0.00,0.29,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,22,7,0.32,0.23,0.05,0.00,0.05,0.00,0.32,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,23,8,0.35,0.22,0.04,0.00,0.04,0.00,0.35,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,24,9,0.38,0.21,0.04,0.00,0.04,0.00,0.38,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,25,10,0.40,0.20,0.04,0.00,0.04,0.00,0.40,1.00
0,tcp,smtp,SF,1387,479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,26,123,0.31,0.19,0.04,0.02,0.04,0.02,0.38,0.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,27,11,0.41,0.19,0.04,0.00,0.04,0.00,0.41,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,28,12,0.43,0.18,0.04,0.00,0.04,0.00,0.43,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,29,13,0.45,0.17,0.03,0.00,0.03,0.00,0.45,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,30,14,0.47,0.17,0.03,0.00,0.03,0.00,0.47,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,31,15,0.48,0.16,0.03,0.00,0.03,0.00,0.48,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,32,16,0.50,0.16,0.03,0.00,0.03,0.00,0.50,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,33,17,0.52,0.15,0.03,0.00,0.03,0.00,0.52,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,34,18,0.53,0.15,0.03,0.00,0.03,0.00,0.53,1.00
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,35,19,0.54,0.14,0.03,0.00,0.03,0.00,0.54,1.00
